#-----------------------------------------------------
#              Re:sim Road Data File
#-----------------------------------------------------

Left-Hand Or Right-Hand ; LEFT
CrossPoint ; 407 , 414 / 172.88 / 147.002 / 0 / -0.999939 / -0.0110262 / 26.814 , 416 / 186.217 / 147.236 / 0 / -0.9998 / -0.0199826 / 13.4753 , 417 / 189.421 / 147.296 / 0 / -0.999866 / -0.0163941 / 10.2707 , 422 / 179.339 / 147.094 / 0 / -0.999803 / -0.0198576 / 20.3546 , 423 / 181.85 / 147.145 / 0 / -0.999774 / -0.0212578 / 17.8427 , 431 / 185.029 / 147.213 / 0 / -0.9998 / -0.0199826 / 14.6628 , 432 / 184.658 / 147.205 / 0 / -0.9998 / -0.0199826 / 15.0342 , 434 / 178.544 / 147.078 / 0 / -0.999803 / -0.0198576 / 21.1499 , 435 / 175.341 / 147.027 / 0 / -0.99987 / -0.0161569 / 24.3531
CrossPoint ; 408 , 416 / 186.232 / 144.619 / 0 / -0.999999 / -0.00138504 / 13.4587 , 417 / 189.437 / 144.623 / 0 / -0.999999 / -0.00103602 / 10.254 , 422 / 182.051 / 144.612 / 0 / -0.999999 / -0.00161223 / 17.6401 , 423 / 184.926 / 144.616 / 0 / -0.999999 / -0.00161223 / 14.7651 , 431 / 183.702 / 144.614 / 0 / -0.999999 / -0.00161223 / 15.9887 , 432 / 183.534 / 144.614 / 0 / -0.999999 / -0.00161223 / 16.1566 , 434 / 178.55 / 144.606 / 0 / -0.999999 / -0.00148737 / 21.1414 , 435 / 175.328 / 144.602 / 0 / -0.999999 / -0.00114809 / 24.3629
CrossPoint ; 413 , 404 / 182.266 / 161.335 / 0 / -0.208175 / -0.978091 / 6.64065 , 405 / 181.9 / 159.612 / 0 / -0.208175 / -0.978091 / 8.40158 , 422 / 175.395 / 149.408 / 0 / -0.689718 / -0.724078 / 20.6159 , 423 / 175.913 / 149.952 / 0 / -0.689718 / -0.724078 / 19.864 , 425 / 179.752 / 154.657 / 0 / -0.432192 / -0.901782 / 13.7902 , 426 / 181.308 / 158.106 / 0 / -0.315946 / -0.948777 / 10.0078 , 434 / 178.525 / 152.855 / 0 / -0.55816 / -0.829733 / 15.962 , 435 / 175.355 / 149.366 / 0 / -0.689718 / -0.724078 / 20.6731
CrossPoint ; 414 , 404 / 182.428 / 161.069 / 0 / -0.114653 / -0.993406 / 6.88018 , 405 / 181.886 / 159.628 / 0 / -0.227569 / -0.973762 / 8.38963 , 407 / 173.007 / 147.007 / 0 / -0.83221 / -0.55446 / 24.1392 , 422 / 175.826 / 149.204 / 0 / -0.715759 / -0.698348 / 20.5637 , 423 / 176.566 / 149.708 / 0 / -0.589395 / -0.807845 / 19.7069 , 425 / 180.1 / 154.654 / 0 / -0.342913 / -0.939367 / 13.67 , 426 / 181.53 / 158.104 / 0 / -0.227569 / -0.973762 / 9.95541 , 434 / 178.528 / 152.103 / 0 / -0.463537 / -0.886078 / 16.6378 , 435 / 175.346 / 148.037 / 0 / -0.589395 / -0.807845 / 21.7759
CrossPoint ; 416 , 404 / 186.159 / 155.93 / 0 / 0.00532439 / -0.999986 / 12.0601 , 405 / 186.163 / 155.102 / 0 / 0.00532439 / -0.999986 / 12.8879 , 407 / 186.217 / 147.236 / 0 / 0.00648962 / -0.999979 / 20.754 , 408 / 186.234 / 144.618 / 0 / 0.00648962 / -0.999979 / 23.3719 , 423 / 186.24 / 143.189 / 0 / 0.00532439 / -0.999986 / 24.801 , 425 / 186.166 / 154.606 / 0 / 0.00532439 / -0.999986 / 13.3845 , 426 / 186.146 / 158.046 / 0 / 0.0036983 / -0.999993 / 9.94426 , 431 / 186.206 / 148.924 / 0 / 0.00691725 / -0.999976 / 19.0667 , 432 / 186.2 / 149.771 / 0 / 0.00691725 / -0.999976 / 18.2187
CrossPoint ; 417 , 404 / 189.38 / 153.208 / 0 / 0.00661999 / -0.999978 / 14.2925 , 405 / 189.382 / 152.877 / 0 / 0.00661999 / -0.999978 / 14.6235 , 407 / 189.421 / 147.295 / 0 / 0.00661999 / -0.999978 / 20.2048 , 408 / 189.439 / 144.623 / 0 / 0.00661999 / -0.999978 / 22.8773 , 425 / 189.37 / 154.586 / 0 / 0.00543056 / -0.999985 / 12.9138 , 426 / 189.35 / 158.011 / 0 / 0.00377096 / -0.999993 / 9.4895 , 431 / 189.387 / 152.105 / 0 / 0.00661999 / -0.999978 / 15.3951 , 432 / 189.378 / 153.451 / 0 / 0.00661999 / -0.999978 / 14.0492
CrossPoint ; 422 , 407 / 179.75 / 147.104 / 0 / 0.871979 / -0.489544 / 16.1313 , 408 / 182.08 / 144.612 / 0 / 0.675492 / -0.737367 / 19.4881 , 413 / 175.222 / 149.582 / 0 / 0.930935 / -0.365184 / 10.9735 , 414 / 175.924 / 149.307 / 0 / 0.930935 / -0.365184 / 11.7276 , 431 / 183.215 / 143.372 / 0 / 0.675492 / -0.737367 / 21.1689 , 432 / 183.121 / 143.475 / 0 / 0.675492 / -0.737367 / 21.0295 , 434 / 178.542 / 147.782 / 0 / 0.871979 / -0.489544 / 14.7452 , 435 / 175.356 / 149.53 / 0 / 0.930935 / -0.365184 / 11.1175
CrossPoint ; 423 , 407 / 181.9 / 147.146 / 0 / 0.846265 / -0.532762 / 18.1947 , 408 / 185.065 / 144.617 / 0 / 0.744576 / -0.667538 / 22.2476 , 413 / 175.76 / 150.049 / 0 / 0.955331 / -0.295537 / 11.3903 , 414 / 176.406 / 149.849 / 0 / 0.955331 / -0.295537 / 12.0667 , 416 / 186.237 / 143.565 / 0 / 0.744576 / -0.667538 / 23.8223 , 431 / 184.191 / 145.704 / 0 / 0.846265 / -0.532762 / 20.9027 , 432 / 184.046 / 145.795 / 0 / 0.846265 / -0.532762 / 20.7315 , 434 / 178.537 / 149.19 / 0 / 0.955331 / -0.295537 / 14.2978 , 435 / 175.361 / 150.173 / 0 / 0.955331 / -0.295537 / 10.9729
CrossPoint ; 425 , 404 / 187.657 / 154.595 / 0 / 0.999978 / -0.0065956 / 23.2026 , 405 / 186.767 / 154.599 / 0 / 0.999967 / -0.00807266 / 22.3123 , 413 / 179.623 / 154.659 / 0 / 0.999967 / -0.00807265 / 15.1678 , 414 / 179.863 / 154.657 / 0 / 0.999967 / -0.00807265 / 15.4079 , 416 / 186.168 / 154.604 / 0 / 0.999967 / -0.00807266 / 21.7131 , 417 / 189.371 / 154.584 / 0 / 0.999978 / -0.0065956 / 24.9169 , 432 / 190.75 / 154.579 / 0 / 0.99999 / -0.00453518 / 26.2955 , 434 / 178.519 / 154.668 / 0 / 0.999967 / -0.00807265 / 14.0638 , 435 / 175.394 / 154.692 / 0 / 0.999978 / -0.00659559 / 10.9391
CrossPoint ; 426 , 404 / 184.346 / 158.068 / 0 / 0.999918 / -0.0128082 / 19.8204 , 405 / 183.184 / 158.083 / 0 / 0.999918 / -0.0128082 / 18.659 , 413 / 181.252 / 158.108 / 0 / 0.999928 / -0.0120037 / 16.7268 , 414 / 181.339 / 158.107 / 0 / 0.999928 / -0.0120037 / 16.8138 , 416 / 186.148 / 158.046 / 0 / 0.999928 / -0.0120037 / 21.6233 , 417 / 189.352 / 158.007 / 0 / 0.999928 / -0.0120037 / 24.8273 , 434 / 178.506 / 158.143 / 0 / 0.999952 / -0.00981107 / 13.9806 , 435 / 175.421 / 158.177 / 0 / 0.999977 / -0.00674966 / 10.8955
CrossPoint ; 431 , 404 / 190.244 / 152.74 / 0 / 0.810045 / 0.586368 / 22.0716 , 405 / 189.981 / 152.549 / 0 / 0.810045 / 0.586368 / 21.7468 , 407 / 184.861 / 147.208 / 0 / 0.423399 / 0.905943 / 14.3226 , 408 / 183.558 / 144.614 / 0 / 0.308539 / 0.951212 / 11.4318 , 416 / 186.204 / 149.11 / 0 / 0.54919 / 0.835698 / 16.6368 , 417 / 189.388 / 152.119 / 0 / 0.810045 / 0.586368 / 21.0138 , 422 / 183.108 / 143.229 / 0 / 0.308539 / 0.951212 / 9.97515 , 423 / 184.058 / 145.489 / 0 / 0.423399 / 0.905943 / 12.4251
CrossPoint ; 432 , 404 / 189.17 / 153.346 / 0 / 0.711026 / 0.703166 / 21.9124 , 405 / 188.939 / 153.119 / 0 / 0.711026 / 0.703166 / 21.5884 , 407 / 184.422 / 147.199 / 0 / 0.338427 / 0.940993 / 14.1668 , 408 / 183.493 / 144.614 / 0 / 0.338427 / 0.940993 / 11.4199 , 416 / 186.197 / 150.212 / 0 / 0.458153 / 0.888873 / 17.6377 , 417 / 189.373 / 154.27 / 0 / 0.583883 / 0.811838 / 22.7615 , 422 / 182.934 / 143.456 / 0 / 0.22449 / 0.974476 / 10.1558 , 423 / 183.86 / 145.637 / 0 / 0.338427 / 0.940993 / 12.507 , 425 / 190.418 / 154.581 / 0 / 0.711026 / 0.703166 / 23.668
CrossPoint ; 434 , 405 / 178.482 / 165.98 / 0 / -0.0027583 / 0.999996 / 32.6378 , 407 / 178.544 / 147.082 / 0 / -0.00275824 / 0.999996 / 13.7396 , 408 / 178.55 / 144.606 / 0 / -0.00186272 / 0.999998 / 11.2642 , 413 / 178.525 / 152.963 / 0 / -0.00339883 / 0.999994 / 19.6208 , 414 / 178.527 / 152.499 / 0 / -0.00339883 / 0.999994 / 19.1569 , 422 / 178.542 / 147.623 / 0 / -0.00275824 / 0.999996 / 14.2806 , 423 / 178.539 / 148.964 / 0 / -0.00275824 / 0.999996 / 15.6221 , 425 / 178.519 / 154.668 / 0 / -0.00339883 / 0.999994 / 21.3257 , 426 / 178.506 / 158.14 / 0 / -0.0036337 / 0.999993 / 24.7982
CrossPoint ; 435 , 407 / 175.337 / 147.032 / 0 / 0.00429887 / 0.999991 / 13.7825 , 408 / 175.327 / 144.602 / 0 / 0.00429887 / 0.999991 / 11.3519 , 413 / 175.356 / 149.699 / 0 / 0.00618931 / 0.999981 / 16.4489 , 414 / 175.351 / 148.841 / 0 / 0.00618931 / 0.999981 / 15.5914 , 422 / 175.355 / 149.427 / 0 / 0.00618931 / 0.999981 / 16.177 , 423 / 175.359 / 150.16 / 0 / 0.00618931 / 0.999981 / 16.9099 , 425 / 175.393 / 154.691 / 0 / 0.0075408 / 0.999972 / 21.4417 , 426 / 175.422 / 158.173 / 0 / 0.00803611 / 0.999968 / 24.923
CrossPoint ; 502 , 507 / 332.382 / 147.593 / 0 / -0.757027 / 0.653384 / 14.0448 , 508 / 335.886 / 144.518 / 0 / -0.498388 / 0.866954 / 9.42812 , 509 / 337.556 / 141.656 / 0 / -0.339604 / 0.940568 / 6.12544
CrossPoint ; 503 , 508 / 335.016 / 144.505 / 0 / -0.626135 / 0.779715 / 9.82867 , 509 / 337.436 / 141.655 / 0 / -0.329552 / 0.944137 / 6.15117
CrossPoint ; 504 , 509 / 336.439 / 141.65 / 0 / -0.634559 / 0.772874 / 6.56161
CrossPoint ; 507 , 502 / 332.101 / 147.592 / 0 / -0.999994 / -0.00357925 / 23.9274
CrossPoint ; 508 , 502 / 335.655 / 144.51 / 0 / -0.999846 / -0.0175379 / 20.5416 , 503 / 334.695 / 144.501 / 0 / -0.999916 / -0.0129312 / 21.5023
CrossPoint ; 509 , 502 / 337.43 / 141.655 / 0 / -0.999983 / -0.00588152 / 9.96122 , 503 / 337.146 / 141.654 / 0 / -0.999986 / -0.00531095 / 10.2453 , 504 / 336.346 / 141.649 / 0 / -0.999986 / -0.00531095 / 11.0455
CrossPoint ; 532 , 535 / 435.554 / 35.675 / 0 / -0.687279 / 0.726393 / 8.68434 , 536 / 437.44 / 33.8351 / 0 / -0.797473 / 0.603354 / 6.04817 , 539 / 435.725 / 35.4946 / 0 / -0.687279 / 0.726393 / 8.43587 , 541 / 437.58 / 33.6072 / 0 / -0.886381 / 0.462956 / 5.81199
CrossPoint ; 533 , 536 / 437.409 / 32.0849 / 0 / -0.999206 / 0.0398307 / 5.67252 , 538 / 434.854 / 32.2181 / 0 / -0.998622 / 0.0524735 / 8.23159 , 541 / 436.145 / 32.1493 / 0 / -0.998797 / 0.0490344 / 6.9383 , 542 / 433.807 / 32.2704 / 0 / -0.998791 / 0.0491621 / 9.27955
CrossPoint ; 535 , 532 / 435.629 / 35.7455 / 0 / -0.634731 / -0.772733 / 5.73603 , 538 / 433.181 / 33.7183 / 0 / -0.849268 / -0.527961 / 8.92805 , 539 / 435.42 / 35.4903 / 0 / -0.634731 / -0.772733 / 6.06623 , 542 / 433.807 / 34.021 / 0 / -0.754985 / -0.655742 / 8.2468
CrossPoint ; 536 , 532 / 437.44 / 33.8448 / 0 / -0.0164982 / -0.999864 / 7.20452 , 533 / 437.409 / 32.0894 / 0 / -0.0176405 / -0.999844 / 8.96022 , 539 / 437.468 / 35.5178 / 0 / -0.0134036 / -0.99991 / 5.53128 , 541 / 437.434 / 33.4758 / 0 / -0.0164982 / -0.999864 / 7.57357
CrossPoint ; 538 , 533 / 434.899 / 32.215 / 0 / 0.688033 / -0.72568 / 8.13563 , 535 / 433.251 / 33.7913 / 0 / 0.886514 / -0.462701 / 5.87084 , 541 / 435.617 / 31.4574 / 0 / 0.688033 / -0.72568 / 9.17963 , 542 / 433.807 / 33.2821 / 0 / 0.797886 / -0.602809 / 6.61045
CrossPoint ; 539 , 532 / 435.83 / 35.4961 / 0 / 0.999899 / 0.0142146 / 8.14595 , 535 / 435.373 / 35.4889 / 0 / 0.999912 / 0.0133001 / 7.68887 , 536 / 437.467 / 35.5184 / 0 / 0.999912 / 0.0133001 / 9.78326 , 542 / 433.807 / 35.4667 / 0 / 0.999941 / 0.0108225 / 6.12303
CrossPoint ; 541 , 532 / 437.669 / 33.6807 / 0 / 0.782731 / 0.622361 / 9.51027 , 533 / 436.052 / 32.1557 / 0 / 0.54202 / 0.840366 / 7.29568 , 536 / 437.436 / 33.6451 / 0 / 0.668774 / 0.743466 / 9.32104 , 538 / 435.541 / 31.3636 / 0 / 0.54202 / 0.840366 / 6.35306
CrossPoint ; 542 , 533 / 433.807 / 32.2689 / 0 / -7.28961e-05 / 1 / 6.93232 , 535 / 433.807 / 34.1375 / 0 / -8.59061e-05 / 1 / 8.80087 , 538 / 433.807 / 33.2367 / 0 / -7.28961e-05 / 1 / 7.90014 , 539 / 433.807 / 35.4683 / 0 / -7.29288e-05 / 1 / 10.1317
CrossPoint ; 556 , 558 / 436.89 / 111.377 / 0 / 0.761453 / 0.64822 / 7.24743 , 560 / 437.344 / 111.569 / 0 / 0.857819 / 0.513952 / 7.72566
CrossPoint ; 558 , 556 / 436.954 / 111.317 / 0 / -0.860245 / 0.50988 / 5.28119 , 560 / 437.342 / 111.039 / 0 / -0.920589 / 0.390532 / 4.81127
CrossPoint ; 560 , 556 / 437.344 / 111.544 / 0 / -0.0033858 / -0.999994 / 5.64621 , 558 / 437.343 / 111.109 / 0 / -0.00339509 / -0.999994 / 6.08133
CrossPoint ; 570 , 575 / 435.347 / 161.406 / 0 / -0.397952 / 0.917406 / 19.5969 , 576 / 435.628 / 160.756 / 0 / -0.397952 / 0.917406 / 18.889 , 577 / 435.918 / 160.089 / 0 / -0.397952 / 0.917406 / 18.1612 , 578 / 437.279 / 156.844 / 0 / -0.65939 / 0.751801 / 14.7046 , 583 / 438.783 / 155.129 / 0 / -0.65939 / 0.751801 / 12.4237 , 584 / 436.634 / 158.397 / 0 / -0.523017 / 0.852322 / 16.3331 , 585 / 435.185 / 161.778 / 0 / -0.397952 / 0.917406 / 20.0028 , 587 / 442.423 / 151.76 / 0 / -0.907668 / 0.419689 / 7.4774 , 588 / 440.8 / 153.035 / 0 / -0.794719 / 0.606977 / 9.52114 , 589 / 439.283 / 154.194 / 0 / -0.794719 / 0.606977 / 11.4301
CrossPoint ; 571 , 576 / 427.1 / 148.05 / 0 / -0.999237 / 0.039066 / 22.5669 , 577 / 430.486 / 147.906 / 0 / -0.998706 / 0.0508565 / 19.1778 , 578 / 437.318 / 147.558 / 0 / -0.999246 / 0.0388292 / 12.3368 , 582 / 429.524 / 147.949 / 0 / -0.998861 / 0.0477225 / 20.1411 , 587 / 438.313 / 147.52 / 0 / -0.999246 / 0.0388292 / 11.341 , 588 / 437.093 / 147.567 / 0 / -0.999246 / 0.0388292 / 12.5622 , 589 / 436.084 / 147.624 / 0 / -0.998867 / 0.0475978 / 13.5731 , 590 / 433.613 / 147.741 / 0 / -0.998867 / 0.0475978 / 16.047
CrossPoint ; 572 , 577 / 427.437 / 144.918 / 0 / -0.999633 / 0.0270989 / 22.1391 , 578 / 437.329 / 144.613 / 0 / -0.999326 / 0.0367152 / 12.2422 , 582 / 432.727 / 144.77 / 0 / -0.999475 / 0.0324012 / 16.8472 , 587 / 436.596 / 144.64 / 0 / -0.999326 / 0.0367152 / 12.9756 , 588 / 435.866 / 144.665 / 0 / -0.999364 / 0.0356589 / 13.7066 , 589 / 435.216 / 144.688 / 0 / -0.999364 / 0.0356589 / 14.3568 , 590 / 433.615 / 144.745 / 0 / -0.999364 / 0.0356589 / 15.9586 , 591 / 427.202 / 144.914 / 0 / -0.99979 / 0.0204726 / 22.3737
CrossPoint ; 573 , 578 / 437.34 / 141.159 / 0 / -0.999616 / 0.027699 / 11.9964 , 582 / 435.074 / 141.226 / 0 / -0.999573 / 0.0292071 / 14.2637 , 587 / 435.185 / 141.223 / 0 / -0.999573 / 0.0292071 / 14.1517 , 588 / 434.817 / 141.234 / 0 / -0.999573 / 0.0292071 / 14.5206 , 589 / 434.485 / 141.244 / 0 / -0.999573 / 0.0292071 / 14.8526 , 590 / 433.615 / 141.269 / 0 / -0.999573 / 0.0292071 / 15.7232 , 591 / 430.64 / 141.353 / 0 / -0.999599 / 0.0283161 / 18.6992 , 592 / 428.744 / 141.396 / 0 / -0.99969 / 0.0248984 / 20.5954
CrossPoint ; 575 , 570 / 435.52 / 161.242 / 0 / -0.254693 / -0.967022 / 10.2341 , 582 / 425.718 / 150.218 / 0 / -0.855497 / -0.517808 / 25.1874 , 583 / 432.06 / 155.214 / 0 / -0.50747 / -0.861669 / 17.1453 , 584 / 434.17 / 158.497 / 0 / -0.380848 / -0.924638 / 13.2654 , 585 / 435.657 / 161.762 / 0 / -0.254693 / -0.967022 / 9.69663 , 590 / 433.592 / 157.816 / 0 / -0.50747 / -0.861669 / 14.1263
CrossPoint ; 576 , 570 / 435.763 / 160.574 / 0 / -0.209794 / -0.977746 / 10.8479 , 571 / 427.599 / 148.03 / 0 / -0.69019 / -0.723628 / 25.9358 , 582 / 428.311 / 148.776 / 0 / -0.69019 / -0.723628 / 24.9043 , 583 / 433.377 / 155.197 / 0 / -0.433898 / -0.900962 / 16.7081 , 584 / 434.907 / 158.467 / 0 / -0.317813 / -0.948153 / 13.1035 , 585 / 436.016 / 161.75 / 0 / -0.209794 / -0.977746 / 9.64504 , 590 / 433.597 / 155.654 / 0 / -0.433898 / -0.900962 / 16.2009 , 591 / 424.834 / 146.419 / 0 / -0.815091 / -0.579333 / 29.0792
CrossPoint ; 577 , 570 / 436.018 / 159.874 / 0 / -0.167059 / -0.985947 / 11.5039 , 571 / 430.831 / 147.886 / 0 / -0.485513 / -0.87423 / 24.5939 , 572 / 427.505 / 144.907 / 0 / -0.771281 / -0.636495 / 28.9883 , 582 / 430.114 / 147.432 / 0 / -0.625881 / -0.779919 / 25.3592 , 583 / 434.673 / 155.181 / 0 / -0.257733 / -0.966216 / 16.376 , 584 / 435.543 / 158.441 / 0 / -0.257733 / -0.966216 / 13.0016 , 585 / 436.334 / 161.739 / 0 / -0.167059 / -0.985947 / 9.612 , 590 / 433.603 / 152.906 / 0 / -0.362404 / -0.932021 / 18.8677 , 591 / 427.355 / 144.783 / 0 / -0.771281 / -0.636495 / 29.1828 , 592 / 425.51 / 143.261 / 0 / -0.771281 / -0.636495 / 31.5749
CrossPoint ; 578 , 570 / 437.277 / 157.412 / 0 / 0.00339072 / -0.999994 / 13.8842 , 571 / 437.318 / 147.568 / 0 / 0.0041215 / -0.999992 / 23.7277 , 572 / 437.331 / 144.612 / 0 / 0.0041215 / -0.999992 / 26.6841 , 573 / 437.341 / 141.161 / 0 / 0.00339072 / -0.999994 / 30.1353 , 583 / 437.284 / 155.147 / 0 / 0.00339072 / -0.999994 / 16.1492 , 584 / 437.273 / 158.371 / 0 / 0.00339072 / -0.999994 / 12.9254 , 585 / 437.263 / 161.707 / 0 / 0.0023698 / -0.999997 / 9.58905 , 587 / 437.325 / 145.924 / 0 / 0.0041215 / -0.999992 / 25.3721 , 588 / 437.317 / 147.999 / 0 / 0.00438952 / -0.99999 / 23.2975 , 589 / 437.305 / 150.634 / 0 / 0.00438952 / -0.99999 / 20.6626
CrossPoint ; 579 , 584 / 442.967 / 158.179 / 0 / 0.666108 / -0.745855 / 14.7019 , 585 / 440.105 / 161.618 / 0 / 0.541142 / -0.840931 / 10.2254 , 588 / 445.63 / 156.618 / 0 / 0.87369 / -0.486482 / 17.7475 , 589 / 442.945 / 158.204 / 0 / 0.666108 / -0.745855 / 14.6683
CrossPoint ; 580 , 585 / 441.636 / 161.575 / 0 / 0.653249 / -0.757143 / 10.9527 , 589 / 444.965 / 159.585 / 0 / 0.858916 / -0.512116 / 14.7883
CrossPoint ; 582 , 571 / 429.582 / 147.943 / 0 / 0.802741 / -0.596328 / 13.0885 , 572 / 432.93 / 144.763 / 0 / 0.696762 / -0.717302 / 17.7068 , 573 / 435.354 / 141.218 / 0 / 0.574249 / -0.81868 / 21.987 , 575 / 425.794 / 150.381 / 0 / 0.950402 / -0.311025 / 8.60648 , 576 / 428.24 / 148.998 / 0 / 0.88825 / -0.45936 / 11.3959 , 577 / 430.452 / 147.855 / 0 / 0.88825 / -0.45936 / 13.8857 , 587 / 435.235 / 141.388 / 0 / 0.574249 / -0.81868 / 21.7792 , 588 / 434.953 / 141.789 / 0 / 0.574249 / -0.81868 / 21.2892 , 589 / 434.671 / 142.192 / 0 / 0.574249 / -0.81868 / 20.7977 , 590 / 433.615 / 144.057 / 0 / 0.696762 / -0.717302 / 18.6912
CrossPoint ; 583 , 570 / 438.864 / 155.127 / 0 / 0.999923 / -0.0123965 / 21.6038 , 575 / 431.76 / 155.218 / 0 / 0.999923 / -0.0123965 / 14.4996 , 576 / 433.263 / 155.2 / 0 / 0.999923 / -0.0123965 / 16.0024 , 577 / 434.465 / 155.185 / 0 / 0.999923 / -0.0123965 / 17.2045 , 578 / 437.286 / 155.146 / 0 / 0.999913 / -0.0132279 / 20.0257 , 588 / 443.093 / 155.082 / 0 / 0.999949 / -0.0101308 / 25.8334 , 589 / 439.864 / 155.114 / 0 / 0.999923 / -0.0123965 / 22.604 , 590 / 433.598 / 155.196 / 0 / 0.999923 / -0.0123965 / 16.3376
CrossPoint ; 584 , 570 / 436.771 / 158.389 / 0 / 0.999137 / -0.0415434 / 19.7086 , 575 / 433.956 / 158.51 / 0 / 0.999242 / -0.0389353 / 16.8909 , 576 / 434.801 / 158.471 / 0 / 0.999137 / -0.0415434 / 17.7365 , 577 / 435.521 / 158.441 / 0 / 0.999137 / -0.0415434 / 18.4577 , 578 / 437.274 / 158.368 / 0 / 0.999137 / -0.0415434 / 20.2114 , 579 / 443.27 / 158.161 / 0 / 0.999493 / -0.0318247 / 26.2111 , 589 / 442.899 / 158.173 / 0 / 0.999493 / -0.0318247 / 25.8405 , 590 / 433.591 / 158.524 / 0 / 0.999242 / -0.0389353 / 16.5251
CrossPoint ; 585 , 570 / 435.328 / 161.773 / 0 / 0.999387 / -0.0350214 / 18.2138 , 575 / 435.468 / 161.768 / 0 / 0.999387 / -0.0350214 / 18.3542 , 576 / 435.9 / 161.753 / 0 / 0.999387 / -0.0350214 / 18.7867 , 577 / 436.275 / 161.74 / 0 / 0.999387 / -0.0350214 / 19.1619 , 578 / 437.264 / 161.705 / 0 / 0.999387 / -0.0350214 / 20.1508 , 579 / 440.134 / 161.612 / 0 / 0.999461 / -0.032822 / 23.0227 , 580 / 441.948 / 161.565 / 0 / 0.99964 / -0.0268265 / 24.8371 , 590 / 433.584 / 161.836 / 0 / 0.999461 / -0.032822 / 16.4691
CrossPoint ; 587 , 570 / 442.366 / 151.995 / 0 / 0.715728 / 0.698379 / 22.6936 , 571 / 438.082 / 147.535 / 0 / 0.463893 / 0.885891 / 16.5424 , 572 / 436.393 / 144.646 / 0 / 0.343805 / 0.939041 / 13.2175 , 573 / 435.02 / 141.228 / 0 / 0.229219 / 0.973375 / 9.54836 , 578 / 437.324 / 146.088 / 0 / 0.463893 / 0.885891 / 14.9089 , 582 / 435.035 / 141.292 / 0 / 0.229219 / 0.973375 / 9.61405
CrossPoint ; 588 , 570 / 440.8 / 153.138 / 0 / 0.659302 / 0.751878 / 22.994 , 571 / 437.009 / 147.582 / 0 / 0.399095 / 0.916909 / 16.2546 , 572 / 435.758 / 144.668 / 0 / 0.288959 / 0.957341 / 13.0892 , 573 / 434.713 / 141.237 / 0 / 0.19022 / 0.981741 / 9.5078 , 578 / 437.315 / 148.286 / 0 / 0.399095 / 0.916909 / 17.023 , 579 / 445.291 / 156.815 / 0 / 0.794342 / 0.607471 / 28.797 , 582 / 434.801 / 141.688 / 0 / 0.19022 / 0.981741 / 9.96795 , 583 / 442.511 / 155.09 / 0 / 0.659302 / 0.751878 / 25.5895
CrossPoint ; 589 , 570 / 439.378 / 154.474 / 0 / 0.599616 / 0.800288 / 23.692 , 571 / 435.9 / 147.633 / 0 / 0.23538 / 0.971904 / 16.0346 , 572 / 435.187 / 144.688 / 0 / 0.23538 / 0.971904 / 13.0035 , 573 / 434.432 / 141.245 / 0 / 0.152113 / 0.988363 / 9.48045 , 578 / 437.303 / 151.139 / 0 / 0.334864 / 0.942266 / 19.7945 , 579 / 443.016 / 158.388 / 0 / 0.753048 / 0.657966 / 29.0445 , 580 / 444.69 / 159.85 / 0 / 0.753048 / 0.657966 / 31.2674 , 582 / 434.563 / 142.092 / 0 / 0.152113 / 0.988363 / 10.338 , 583 / 439.505 / 155.121 / 0 / 0.456205 / 0.889875 / 24.3236 , 584 / 442.782 / 158.184 / 0 / 0.753048 / 0.657966 / 28.7348
CrossPoint ; 590 , 571 / 433.614 / 147.747 / 0 / -0.000365498 / 1 / 15.9373 , 572 / 433.615 / 144.741 / 0 / -0.000365498 / 1 / 12.9313 , 573 / 433.615 / 141.268 / 0 / 0.000912229 / 1 / 9.45852 , 575 / 433.592 / 157.848 / 0 / -0.0023472 / 0.999997 / 26.0378 , 576 / 433.597 / 155.785 / 0 / -0.00214347 / 0.999998 / 23.9753 , 577 / 433.603 / 153.219 / 0 / -0.00214347 / 0.999998 / 21.4086 , 582 / 433.617 / 143.694 / 0 / 0.000912229 / 1 / 11.8841 , 583 / 433.599 / 155.195 / 0 / -0.00214347 / 0.999998 / 23.3846 , 584 / 433.59 / 158.521 / 0 / -0.0023472 / 0.999997 / 26.7106 , 585 / 433.583 / 161.833 / 0 / -0.00207817 / 0.999998 / 30.0232
CrossPoint ; 591 , 572 / 427.459 / 144.908 / 0 / -0.705574 / 0.708636 / 14.9199 , 573 / 430.855 / 141.343 / 0 / -0.446174 / 0.894946 / 10.0297 , 576 / 424.517 / 146.587 / 0 / -0.893071 / 0.449916 / 18.2813 , 577 / 427.444 / 144.923 / 0 / -0.705574 / 0.708636 / 14.9408
CrossPoint ; 592 , 573 / 429.002 / 141.386 / 0 / -0.694605 / 0.719391 / 10.9539 , 577 / 425.241 / 143.492 / 0 / -0.884985 / 0.46562 / 15.2362

#-----------------------------------------------------
# StopPoint ; pathID , 
#  ( stoplineID, type, xcp, ycp, zcp, Dx, Dy, L, relatedNode, relatedLeg) * nSL
#-----------------------------------------------------
StopPoint ; 1 , 0 / 0 / -155.496 / -230.53 / 0 / -0.999971 / -0.00756978 / 8.06914 / 0 / 0
StopPoint ; 2 , 0 / 0 / -155.496 / -230.702 / 0 / -0.999064 / -0.043268 / 8.07271 / 0 / 0
